date,Temperature_Max,Dew_Point_Max,Humidity_Max,Pressure_Max
3/30/2010,87,45,45,30.12
3/31/2010,93,46,43,30.06
4/1/2010,84,39,35,30.18
4/2/2010,87,39,33,30.15
4/3/2010,93,43,37,30.15
4/4/2010,91,48,32,30.15
4/5/2010,86,50,46,30.09
4/6/2010,89,52,53,30.06
4/7/2010,91,52,56,30.01
4/8/2010,96,46,36,30.01
4/9/2010,91,59,61,30.04
4/10/2010,91,59,51,30.01
4/11/2010,91,57,53,30.06
4/12/2010,87,50,38,30.01
4/13/2010,87,59,57,30.06
4/14/2010,95,61,65,29.98
4/15/2010,89,64,94,30.09
4/16/2010,87,66,94,30.04
4/17/2010,96,59,68,29.98
4/18/2010,95,55,47,30.01
4/19/2010,93,59,73,30.06
4/20/2010,96,50,46,30.04
4/21/2010,100,54,44,29.92
4/22/2010,102,55,44,29.86
4/23/2010,95,63,65,29.98
4/24/2010,84,52,47,30.06
4/25/2010,87,54,60,30.06
4/26/2010,89,46,35,30.09
4/27/2010,93,48,46,30.09
4/28/2010,98,54,50,30.04
4/29/2010,102,61,54,29.92
4/30/2010,96,63,57,29.95
5/1/2010,98,61,51,29.98
5/2/2010,86,68,88,29.98
5/3/2010,89,68,88,29.98
5/4/2010,87,68,94,29.92
5/5/2010,86,64,94,29.92
5/6/2010,86,64,94,29.92
5/7/2010,93,64,78,29.92
5/8/2010,96,63,73,29.92
5/9/2010,100,64,73,29.92
5/10/2010,102,63,48,29.86
5/11/2010,105,66,65,29.89
5/12/2010,104,66,51,29.89
5/13/2010,104,63,51,29.92
5/14/2010,100,57,35,29.92
5/15/2010,102,59,48,29.83
5/16/2010,104,57,44,29.83
5/17/2010,102,54,41,29.92
5/18/2010,100,46,32,29.95
5/19/2010,104,52,39,29.95
5/20/2010,105,55,42,29.92
5/21/2010,107,54,37,29.86
5/22/2010,102,54,39,29.92
5/23/2010,104,50,27,29.92
5/24/2010,107,45,25,29.89
5/25/2010,96,43,23,29.98
5/26/2010,100,45,29,29.95
5/27/2010,105,48,34,29.95
5/28/2010,107,54,32,29.89
5/29/2010,109,50,24,29.83
5/30/2010,109,50,27,29.83
5/31/2010,107,55,30,29.86
6/1/2010,107,46,28,29.86
6/2/2010,107,52,30,29.83
6/3/2010,109,48,34,29.86
6/4/2010,105,61,36,29.89
6/5/2010,111,55,37,29.86
6/6/2010,111,48,21,29.77
6/7/2010,109,50,27,29.77
6/8/2010,105,50,26,29.89
6/9/2010,107,50,27,29.89
6/10/2010,109,50,27,29.83
6/11/2010,109,50,19,29.8
6/12/2010,109,54,23,29.83
6/13/2010,111,55,31,29.83
6/14/2010,114,50,22,29.8
6/15/2010,114,45,21,29.74
6/16/2010,116,54,22,29.71
6/17/2010,114,52,25,29.68
6/18/2010,116,50,24,29.71
6/19/2010,114,52,24,29.71
6/20/2010,116,55,25,29.8
6/21/2010,109,48,19,29.83
6/22/2010,107,34,14,29.86
6/23/2010,109,45,29,29.8
6/24/2010,104,46,25,29.83
6/25/2010,109,48,32,29.74
6/26/2010,107,48,26,29.74
6/27/2010,102,43,26,29.83
6/28/2010,100,37,19,29.83
6/29/2010,102,37,25,29.83
6/30/2010,102,39,20,29.83
7/1/2010,107,46,25,29.8
7/2/2010,109,54,26,29.77
7/3/2010,109,52,27,29.77
7/4/2010,107,46,28,29.77
7/5/2010,109,46,21,29.74
7/6/2010,111,50,20,29.74
7/7/2010,113,45,21,29.74
7/8/2010,109,45,22,30.04
7/9/2010,109,50,20,29.77
7/10/2010,111,52,18,29.71
7/11/2010,109,64,34,29.77
7/12/2010,114,59,38,29.71
7/13/2010,114,55,26,29.65
7/14/2010,114,50,24,29.65
7/15/2010,116,54,29,29.68
7/16/2010,114,52,29,29.71
7/17/2010,114,45,20,29.71
7/18/2010,113,43,16,29.74
7/19/2010,113,46,21,29.74
7/20/2010,109,45,23,29.65
7/21/2010,107,41,22,29.65
7/22/2010,109,46,18,29.68
7/23/2010,111,45,24,29.68
7/24/2010,109,54,25,29.68
7/25/2010,109,46,22,29.68
7/26/2010,107,45,26,29.71
7/27/2010,107,45,22,29.74
7/28/2010,105,45,19,29.68
7/29/2010,107,50,34,29.62
7/30/2010,111,50,29,29.65
7/31/2010,111,54,30,29.65
8/1/2010,109,61,34,29.65
8/2/2010,109,66,43,29.68
8/3/2010,109,68,46,29.68
8/4/2010,111,64,54,29.62
8/5/2010,111,61,43,29.71
8/6/2010,107,57,35,29.8
8/7/2010,109,55,37,29.83
8/8/2010,111,46,28,29.74
8/9/2010,109,43,16,29.65
8/10/2010,113,50,27,29.71
8/11/2010,113,54,27,29.74
8/12/2010,111,52,29,29.77
8/13/2010,113,55,33,29.77
8/14/2010,111,54,33,29.74
8/15/2010,113,50,25,29.74
8/16/2010,113,57,29,29.71
8/17/2010,109,66,51,29.74
8/18/2010,109,61,43,29.71
8/19/2010,111,54,32,29.77
8/20/2010,109,55,33,29.83
8/21/2010,109,50,26,29.8
8/22/2010,109,52,30,29.71
8/23/2010,109,63,37,29.74
8/24/2010,111,57,33,29.74
8/25/2010,113,50,29,29.68
8/26/2010,109,57,31,29.65
8/27/2010,113,59,33,29.71
8/28/2010,111,59,26,29.71
8/29/2010,111,55,26,29.77
8/30/2010,111,70,46,29.77
8/31/2010,113,59,33,29.68
9/1/2010,111,61,38,29.74
9/2/2010,113,52,27,29.8
9/3/2010,109,54,30,29.83
9/4/2010,107,41,20,29.83
9/5/2010,105,45,20,29.83
9/6/2010,105,52,32,29.86
9/7/2010,109,54,34,29.8
9/8/2010,109,50,32,29.83
9/9/2010,107,43,25,29.83
9/10/2010,105,45,21,29.83
9/11/2010,105,52,32,29.83
9/12/2010,104,48,31,29.86
9/13/2010,104,50,29,29.89
9/14/2010,105,45,22,29.86
9/15/2010,105,43,26,29.83
9/16/2010,102,52,34,29.92
9/17/2010,104,48,36,29.92
9/18/2010,104,46,36,29.86
9/19/2010,100,63,54,29.83
9/20/2010,102,55,39,29.89
9/21/2010,102,59,42,29.95
9/22/2010,102,54,39,29.98
9/23/2010,105,52,36,29.98
9/24/2010,100,48,32,29.95
9/25/2010,104,46,31,29.98
9/26/2010,104,50,26,29.98
9/27/2010,102,46,33,29.98
9/28/2010,100,54,36,30.01
9/29/2010,100,52,31,29.98
9/30/2010,100,50,32,29.98
10/1/2010,102,50,30,29.98
10/2/2010,102,54,34,30.01
10/3/2010,100,54,34,30.01
10/4/2010,100,50,34,30.04
10/5/2010,98,50,36,30.01
10/6/2010,100,45,38,29.98
10/7/2010,102,54,38,30.01
10/8/2010,100,50,38,30.01
10/9/2010,104,43,24,29.95
10/10/2010,100,52,31,29.92
10/11/2010,98,52,41,29.95
10/12/2010,100,48,34,30.01
10/13/2010,91,52,47,30.09
10/14/2010,91,57,40,30.09
10/15/2010,95,50,44,30.06
10/16/2010,93,54,49,30.04
10/17/2010,95,50,49,30.01
10/18/2010,93,46,43,30.04
10/19/2010,95,46,43,30.06
10/20/2010,95,50,29,30.12
10/21/2010,95,46,40,30.09
10/22/2010,96,41,37,29.98
10/23/2010,96,39,30,30.01
10/24/2010,95,43,38,30.01
10/25/2010,95,41,37,30.04
10/26/2010,93,46,32,30.04
10/27/2010,93,46,37,30.06
10/28/2010,89,50,49,30.09
10/29/2010,91,48,48,30.06
10/30/2010,95,46,45,30.09
10/31/2010,91,43,42,30.15
11/1/2010,89,45,42,30.06
11/2/2010,93,46,45,29.98
11/3/2010,87,52,55,30.15
11/4/2010,82,52,68,30.27
11/5/2010,82,32,34,30.21
11/6/2010,78,37,47,30.15
11/7/2010,78,39,43,30.12
11/8/2010,80,54,60,30.12
11/9/2010,80,55,72,30.15
11/10/2010,84,55,72,30.24
11/11/2010,82,46,59,30.21
11/12/2010,82,37,48,30.09
11/13/2010,84,36,38,30.06
11/14/2010,84,37,42,30.15
11/15/2010,82,43,50,30.24
11/16/2010,77,52,45,30.18
11/17/2010,78,45,58,30.15
11/18/2010,80,50,52,30.21
11/19/2010,78,43,51,30.24
11/20/2010,80,39,51,30.12
11/21/2010,80,37,51,30.01
11/22/2010,78,37,54,30.01
11/23/2010,75,34,35,30.09
11/24/2010,75,32,42,30.18
11/25/2010,77,41,53,30.24
11/26/2010,75,39,53,30.21
11/27/2010,75,30,46,30.21
11/28/2010,75,27,49,30.21
11/29/2010,73,32,44,30.21
11/30/2010,75,36,66,30.24
12/1/2010,77,37,53,30.21
12/2/2010,73,32,53,30.24
12/3/2010,77,28,49,30.27
12/4/2010,77,25,43,30.24
12/5/2010,75,25,39,30.12
12/6/2010,73,36,41,30.06
12/7/2010,73,36,53,30.09
12/8/2010,75,41,57,30.15
12/9/2010,75,39,61,30.12
12/10/2010,75,41,58,30.06
12/11/2010,78,46,59,29.92
12/12/2010,80,46,62,29.95
12/13/2010,78,43,51,30.21
12/14/2010,64,32,54,30.33
12/15/2010,68,37,61,30.24
12/16/2010,77,43,53,30.21
12/17/2010,77,41,50,30.18
12/18/2010,77,32,53,30.15
12/19/2010,77,37,43,30.15
12/20/2010,71,46,48,30.24
12/21/2010,71,46,66,30.3
12/22/2010,71,36,66,30.27
12/23/2010,69,36,70,30.15
12/24/2010,69,36,66,30.15
12/25/2010,75,43,66,30.15
12/26/2010,71,41,61,30.18
12/27/2010,68,34,61,30.21
12/28/2010,64,32,60,30.21
12/29/2010,64,32,49,30.24
12/30/2010,66,39,57,30.18
12/31/2010,73,43,59,30.09
1/1/2011,68,43,76,30.21
1/2/2011,66,41,71,30.18
1/3/2011,69,41,71,30.18
1/4/2011,71,39,62,30.12
1/5/2011,75,43,58,30.06
1/6/2011,73,45,55,30.12
1/7/2011,69,50,94,30.18
1/8/2011,69,52,94,30.12
1/9/2011,71,50,82,30.12
1/10/2011,62,43,81,30.24
1/11/2011,66,34,65,30.24
1/12/2011,64,36,61,30.24
1/13/2011,64,34,66,30.18
1/14/2011,66,36,47,30.09
1/15/2011,77,45,49,30.01
1/16/2011,62,43,71,30.18
1/17/2011,60,43,81,30.18
1/18/2011,50,46,100,30.12
1/19/2011,62,55,94,30.04
1/20/2011,57,52,94,30.18
1/21/2011,53,46,87,30.21
1/22/2011,60,46,87,30.24
1/23/2011,64,48,94,30.24
1/24/2011,66,46,77,30.27
1/25/2011,62,50,77,30.18
1/26/2011,69,55,94,30.12
1/27/2011,59,54,88,30.18
1/28/2011,71,57,100,30.15
1/29/2011,78,59,94,30.01
1/30/2011,80,57,94,29.89
2/1/2011,75,55,82,29.98
2/2/2011,75,48,82,30.04
2/3/2011,64,45,72,30.24
2/4/2011,69,41,71,30.27
2/5/2011,84,45,62,30.12
2/6/2011,62,48,72,30.21
2/7/2011,69,45,76,30.18
2/8/2011,78,59,83,29.98
2/9/2011,60,48,87,29.98
2/10/2011,71,45,87,29.95
2/11/2011,69,39,62,30.01
2/12/2011,66,39,71,30.12
2/13/2011,68,37,76,30.12
2/14/2011,66,34,57,30.06
2/15/2011,69,37,54,30.06
2/16/2011,80,37,58,29.98
2/17/2011,73,34,39,30.12
2/18/2011,71,41,66,30.18
2/19/2011,73,43,76,30.21
2/20/2011,82,36,47,30.09
2/21/2011,77,30,28,30.09
2/22/2011,75,36,58,30.15
2/23/2011,80,39,48,30.09
2/24/2011,87,50,45,30.06
2/25/2011,87,45,46,30.01
2/26/2011,89,48,43,29.95
2/27/2011,82,50,45,30.01
2/28/2011,80,48,49,30.01
3/1/2011,78,46,55,30.04
3/2/2011,73,39,58,30.15
3/3/2011,73,39,47,30.21
3/4/2011,75,41,47,30.15
3/5/2011,75,46,46,30.09
3/6/2011,73,41,42,30.15
3/7/2011,77,45,63,30.21
3/8/2011,78,48,52,30.15
3/9/2011,86,48,55,30.06
3/10/2011,95,48,49,30.01
3/11/2011,82,63,88,30.01
3/12/2011,77,63,94,30.04
3/13/2011,71,64,100,30.15
3/14/2011,60,46,93,30.24
3/15/2011,64,43,76,30.3
3/16/2011,62,39,54,30.3
3/17/2011,69,37,54,30.21
3/18/2011,75,36,51,30.18
3/19/2011,80,37,47,30.09
3/20/2011,84,41,58,30.06
3/21/2011,89,46,47,30.04
3/22/2011,93,41,37,30.01
3/23/2011,91,45,43,29.95
3/24/2011,82,46,45,30.04
3/25/2011,86,43,37,30.01
3/26/2011,73,39,45,30.18
3/27/2011,77,37,54,30.21
3/28/2011,80,41,48,30.18
3/29/2011,84,39,37,30.06
3/30/2011,82,36,37,30.15
3/31/2011,78,37,37,30.15
4/1/2011,86,39,42,30.15
4/2/2011,89,39,40,30.09
4/3/2011,91,37,18,29.98
4/4/2011,96,39,24,29.95
4/5/2011,91,55,47,29.89
4/6/2011,87,48,38,29.89
4/7/2011,86,45,38,29.92
4/8/2011,93,45,46,29.95
4/9/2011,95,45,37,29.98
4/10/2011,89,50,41,29.95
4/11/2011,86,46,32,29.98
4/12/2011,96,64,69,29.92
4/13/2011,87,55,47,30.01
4/14/2011,77,37,37,30.06
4/15/2011,64,57,82,30.06
4/16/2011,78,55,82,30.09
4/17/2011,66,61,94,30.18
4/18/2011,84,59,82,30.18
4/19/2011,96,57,88,30.04
4/20/2011,95,41,35,29.95
4/21/2011,95,50,34,29.98
4/22/2011,95,54,47,29.92
4/23/2011,96,55,64,29.95
4/24/2011,96,50,41,29.92
4/25/2011,96,59,61,29.86
4/26/2011,96,63,83,29.89
4/27/2011,95,50,44,29.98
4/28/2011,93,50,36,29.95
4/29/2011,98,54,29,29.86
4/30/2011,100,64,73,29.92
5/1/2011,96,54,42,29.98
5/2/2011,89,55,50,30.06
5/3/2011,95,48,43,30.01
5/4/2011,98,50,44,29.95
5/5/2011,93,46,32,30.04
5/6/2011,104,54,36,30.01
5/7/2011,104,46,34,29.95
5/8/2011,104,48,24,29.83
5/9/2011,102,48,22,29.89
5/10/2011,104,54,42,29.92
5/11/2011,105,46,32,29.89
5/12/2011,105,55,44,29.86
5/13/2011,107,48,29,29.89
5/14/2011,104,50,30,29.8
5/15/2011,100,50,26,29.86
5/16/2011,100,57,44,29.89
5/17/2011,102,59,40,29.92
5/18/2011,104,57,45,30.01
5/19/2011,105,57,39,30.01
5/20/2011,107,59,42,29.95
5/21/2011,105,54,33,29.89
5/22/2011,105,52,33,29.86
5/23/2011,104,54,25,29.86
5/24/2011,102,59,38,29.92
5/25/2011,104,57,42,29.89
5/26/2011,104,55,42,29.89
5/27/2011,105,59,54,29.92
5/28/2011,102,52,39,29.95
5/29/2011,105,52,24,29.92
5/30/2011,105,50,32,29.92
5/31/2011,105,48,26,29.89
6/1/2011,109,55,30,29.8
6/2/2011,111,52,26,29.77
6/3/2011,107,45,26,29.83
6/4/2011,107,45,25,29.89
6/5/2011,107,48,26,29.86
6/6/2011,109,52,30,29.83
6/7/2011,113,55,27,29.83
6/8/2011,113,50,26,29.83
6/9/2011,111,55,18,29.74
6/10/2011,109,39,16,29.74
6/11/2011,109,45,26,29.77
6/12/2011,105,50,26,29.98
6/13/2011,105,48,25,29.77
6/14/2011,104,46,30,29.86
6/15/2011,102,37,21,29.92
6/16/2011,104,37,20,29.86
6/17/2011,105,39,18,30.04
6/18/2011,107,36,14,29.77
6/19/2011,107,45,25,29.77
6/20/2011,111,54,28,29.71
6/21/2011,109,41,19,29.8
6/22/2011,109,50,18,29.74
6/23/2011,105,41,19,29.68
6/24/2011,105,45,24,29.68
6/25/2011,107,45,28,29.71
6/26/2011,109,37,18,29.68
6/27/2011,111,46,18,29.68
6/28/2011,111,46,26,29.65
6/29/2011,105,43,21,29.71
6/30/2011,107,45,21,29.74
7/1/2011,105,50,25,29.77
7/2/2011,105,39,21,29.77
7/3/2011,107,48,26,29.77
7/4/2011,107,41,18,29.77
7/5/2011,105,50,27,29.77
7/6/2011,105,54,22,29.77
7/7/2011,107,48,26,29.74
7/8/2011,107,37,19,29.77
7/9/2011,113,45,23,29.8
7/10/2011,111,34,11,29.71
7/11/2011,111,41,14,29.65
7/12/2011,111,61,30,29.65
7/13/2011,111,63,43,29.71
7/14/2011,113,55,27,29.71
7/15/2011,114,37,16,29.68
7/16/2011,111,50,23,29.65
7/17/2011,111,52,25,29.62
7/18/2011,109,52,35,29.62
7/19/2011,107,48,25,29.65
7/20/2011,109,50,27,29.62
7/21/2011,109,54,28,29.68
7/22/2011,109,41,20,29.68
7/23/2011,107,43,23,29.71
7/24/2011,109,39,18,29.68
7/25/2011,107,43,23,29.74
7/26/2011,107,46,26,29.83
7/27/2011,113,39,17,29.8
7/28/2011,109,36,13,29.71
7/29/2011,109,45,19,29.65
7/30/2011,109,64,34,29.71
7/31/2011,109,57,35,29.68
8/1/2011,113,50,28,29.65
8/2/2011,113,46,20,29.65
8/3/2011,113,46,25,29.62
8/4/2011,114,46,23,29.62
8/5/2011,111,46,25,29.68
8/6/2011,111,41,17,29.68
8/7/2011,109,41,17,29.68
8/8/2011,111,48,23,29.71
8/9/2011,111,48,28,29.68
8/10/2011,109,48,29,29.65
8/11/2011,109,55,30,29.65
8/12/2011,109,54,27,29.65
8/13/2011,111,52,27,29.59
8/14/2011,109,46,23,29.71
8/15/2011,109,48,30,29.8
8/16/2011,105,54,29,29.77
8/17/2011,107,45,18,29.74
8/18/2011,107,54,26,29.77
8/19/2011,107,50,29,29.77
8/20/2011,105,46,28,29.77
8/21/2011,107,55,32,29.8
8/22/2011,109,48,30,29.77
8/23/2011,109,39,20,29.8
8/24/2011,109,48,27,29.77
8/25/2011,105,41,24,29.77
8/26/2011,107,36,21,29.8
8/27/2011,109,45,20,29.8
8/28/2011,109,43,26,29.77
8/29/2011,107,45,21,29.77
8/30/2011,109,50,29,29.8
8/31/2011,105,43,29,29.8
9/1/2011,105,48,22,29.74
9/2/2011,105,43,22,29.74
9/3/2011,104,55,39,29.77
9/4/2011,104,55,30,29.8
9/5/2011,105,50,29,29.83
9/6/2011,107,41,19,29.8
9/7/2011,109,52,23,29.77
9/8/2011,107,45,25,29.74
9/9/2011,104,50,27,29.8
9/10/2011,107,43,21,29.83
9/11/2011,104,52,32,29.86
9/12/2011,104,54,39,29.83
9/13/2011,102,45,28,29.83
9/14/2011,102,50,29,29.86
9/15/2011,100,39,21,29.86
9/16/2011,102,43,25,29.86
9/17/2011,104,46,29,29.86
9/18/2011,105,43,31,29.86
9/19/2011,105,48,24,29.92
9/20/2011,107,43,27,29.95
9/21/2011,102,52,33,29.89
9/22/2011,98,57,44,29.89
9/23/2011,102,54,42,29.86
9/24/2011,105,48,28,29.89
9/25/2011,104,41,21,29.95
9/26/2011,104,48,25,29.95
9/27/2011,104,57,44,29.98
9/28/2011,104,52,31,29.98
9/29/2011,102,45,30,29.95
9/30/2011,102,46,29,29.98
10/1/2011,104,48,29,29.98
10/2/2011,104,54,37,29.98
10/3/2011,98,52,44,30.04
10/4/2011,98,52,44,30.01
10/5/2011,95,52,41,30.04
10/6/2011,93,45,34,30.12
10/7/2011,93,48,40,30.09
10/8/2011,95,48,35,30.06
10/9/2011,96,45,31,30.06
10/10/2011,93,48,41,30.06
10/11/2011,91,50,43,30.06
10/12/2011,93,41,32,30.06
10/13/2011,95,57,45,30.04
10/14/2011,93,54,53,30.09
10/15/2011,93,54,53,30.12
10/16/2011,93,45,40,30.04
10/17/2011,93,46,40,30.04
10/18/2011,95,36,28,30.09
10/19/2011,95,48,35,30.09
10/20/2011,96,45,31,30.01
10/21/2011,82,48,49,30.12
10/22/2011,87,36,27,30.09
10/23/2011,87,37,39,30.09
10/24/2011,93,39,27,30.09
10/25/2011,95,48,46,30.06
10/26/2011,93,43,42,30.04
10/27/2011,91,52,59,30.04
10/28/2011,91,41,34,30.04
10/29/2011,91,45,37,29.98
10/30/2011,89,54,53,29.98
10/31/2011,84,57,73,29.98
11/1/2011,87,63,83,30.01
11/2/2011,78,57,77,30.04
11/3/2011,78,45,51,30.09
11/4/2011,84,50,63,30.06
11/5/2011,87,46,49,30.06
11/6/2011,87,55,57,30.04
11/7/2011,77,43,40,30.12
11/8/2011,73,37,50,30.21
11/9/2011,73,36,50,30.21
11/10/2011,71,30,50,30.18
11/11/2011,80,39,45,30.21
11/12/2011,82,34,41,30.12
11/13/2011,86,34,35,30.06
11/14/2011,86,46,36,30.06
11/15/2011,87,52,42,30.06
11/16/2011,91,54,56,30.06
11/17/2011,80,48,40,30.12
11/18/2011,82,46,67,30.09
11/19/2011,84,46,55,30.04
11/20/2011,86,54,56,30.01
11/21/2011,77,57,88,30.09
11/22/2011,62,59,94,30.18
11/23/2011,68,45,93,30.24
11/24/2011,68,39,71,30.21
11/25/2011,69,36,66,30.12
11/26/2011,69,52,88,30.04
11/27/2011,60,54,88,30.15
11/28/2011,66,48,72,30.15
11/29/2011,55,48,100,30.18
11/30/2011,55,41,93,30.21
12/1/2011,62,41,93,30.21
12/2/2011,64,41,87,30.27
12/3/2011,64,39,87,30.21
12/4/2011,60,36,76,30.27
12/5/2011,62,30,57,30.27
12/6/2011,68,34,76,30.24
12/7/2011,68,34,70,30.24
12/8/2011,69,34,65,30.24
12/9/2011,73,36,57,30.21
12/10/2011,73,37,76,30.18
12/11/2011,64,36,62,30.27
12/12/2011,66,32,66,30.3
12/13/2011,66,32,61,30.3
12/14/2011,75,36,71,30.3
12/15/2011,71,32,56,30.21
12/16/2011,75,36,43,30.21
12/17/2011,73,32,44,30.15
12/18/2011,66,48,63,30.27
12/19/2011,68,36,61,30.33
12/20/2011,66,37,70,30.3
12/21/2011,66,43,76,30.27
12/22/2011,68,46,87,30.27
12/23/2011,73,46,81,30.15
12/24/2011,80,41,81,30.09
12/25/2011,82,45,71,30.12
12/26/2011,68,43,58,30.24
12/27/2011,64,41,58,30.33
12/28/2011,62,37,71,30.3
12/29/2011,66,39,70,30.3
12/30/2011,64,36,51,30.33
12/31/2011,68,34,62,30.27
1/1/2012,80,45,47,30.12
1/2/2012,80,43,55,30.06
1/3/2012,66,45,67,30.18
1/4/2012,62,39,54,30.24
1/5/2012,66,37,66,30.21
1/6/2012,75,39,54,30.12
1/7/2012,75,45,58,30.12
1/8/2012,78,43,54,30.12
1/9/2012,77,46,59,30.12
1/10/2012,69,54,94,30.21
1/11/2012,75,55,94,30.12
1/12/2012,69,52,88,30.12
1/13/2012,78,50,58,30.06
1/14/2012,62,43,48,30.21
1/15/2012,60,32,61,30.27
1/16/2012,64,30,57,30.18
1/17/2012,73,34,50,30.09
1/18/2012,71,30,53,30.12
1/19/2012,73,37,50,30.06
1/20/2012,64,39,58,30.12
1/21/2012,55,32,65,30.24
1/22/2012,57,28,55,30.21
1/23/2012,62,30,50,30.18
1/24/2012,62,32,61,30.27
1/25/2012,64,30,57,30.24
1/26/2012,71,28,49,30.18
1/27/2012,77,32,43,30.12
1/28/2012,77,30,47,30.06
1/29/2012,66,34,57,30.15
1/30/2012,66,37,66,30.18
1/31/2012,78,45,51,30.06
2/1/2012,86,43,48,29.92
2/2/2012,73,52,56,30.27
2/3/2012,60,36,71,30.36
2/4/2012,62,25,53,30.33
2/5/2012,64,28,46,30.27
2/6/2012,66,30,42,30.27
2/7/2012,68,43,54,30.24
2/8/2012,78,41,67,30.15
2/9/2012,82,41,48,30.09
2/10/2012,86,43,62,30.06
2/11/2012,69,46,67,30.21
2/12/2012,64,32,47,30.27
2/13/2012,69,32,43,30.21
2/14/2012,78,36,41,30.18
2/15/2012,84,34,41,30.12
2/16/2012,87,46,42,29.89
2/17/2012,78,48,55,29.86
2/18/2012,78,50,63,29.98
2/19/2012,66,28,33,30.21
2/20/2012,64,32,54,30.3
2/21/2012,62,27,49,30.33
2/22/2012,64,23,40,30.24
2/23/2012,66,23,46,30.21
2/24/2012,80,28,24,30.06
2/25/2012,84,54,88,29.83
2/26/2012,66,46,87,30.09
2/27/2012,69,43,93,30.15
2/28/2012,78,39,41,30.06
2/29/2012,84,46,45,29.89
3/1/2012,78,32,30,29.89
3/2/2012,82,34,44,29.92
3/3/2012,66,28,41,30.12
3/4/2012,64,32,57,30.18
3/5/2012,75,23,34,30.21
3/6/2012,68,39,66,30.27
3/7/2012,75,36,32,30.24
3/8/2012,78,28,31,30.18
3/9/2012,80,30,36,30.15
3/10/2012,77,32,34,30.15
3/11/2012,78,36,35,30.15
3/12/2012,86,32,38,30.12
3/13/2012,91,32,36,30.06
3/14/2012,93,25,14,30.06
3/15/2012,95,36,25,30.04
3/16/2012,80,39,45,30.06
3/17/2012,82,36,34,30.15
3/18/2012,60,23,27,30.33
3/19/2012,64,16,34,30.36
3/20/2012,69,14,22,30.24
3/21/2012,69,52,77,30.15
3/22/2012,75,48,77,30.09
3/23/2012,77,41,45,30.09
3/24/2012,75,48,67,30.12
3/25/2012,78,50,72,30.18
3/26/2012,78,55,88,30.12
3/27/2012,87,57,82,29.98
3/28/2012,87,61,83,29.95
3/29/2012,89,55,77,29.98
3/30/2012,84,59,77,30.04
3/31/2012,78,50,63,30.12
4/1/2012,71,48,52,30.12
4/2/2012,86,54,50,30.04
4/3/2012,93,59,64,30.04
4/4/2012,91,59,73,30.06
4/5/2012,86,55,53,30.09
4/6/2012,84,52,46,30.06
4/7/2012,80,57,68,29.98
4/8/2012,87,55,77,29.98
4/9/2012,93,63,88,29.98
4/10/2012,88,63,88,29.98
4/11/2012,96,55,64,29.92
4/12/2012,88,63,88,29.95
4/13/2012,90,63,83,29.89
4/14/2012,82,55,77,29.98
4/15/2012,86,59,64,29.98
4/16/2012,91,63,83,29.98
4/17/2012,91,63,89,29.95
4/18/2012,89,54,60,29.95
4/19/2012,93,48,59,29.89
4/20/2012,86,43,33,29.98
4/21/2012,91,37,32,30.04
4/22/2012,89,45,30,29.95
4/23/2012,89,64,94,29.92
4/24/2012,86,66,94,29.95
4/25/2012,91,66,83,30.01
4/26/2012,93,48,46,29.98
4/27/2012,95,43,25,29.98
4/28/2012,100,46,34,29.95
4/29/2012,102,54,31,29.92
4/30/2012,99,57,37,29.98
5/1/2012,102,63,65,29.89
5/2/2012,104,50,31,29.92
5/3/2012,104,41,18,29.89
5/4/2012,105,52,34,29.89
5/5/2012,105,52,39,29.86
5/6/2012,106,52,29,29.8
5/7/2012,104,45,26,29.83
5/8/2012,104,43,28,29.83
5/9/2012,104,48,21,29.92
5/10/2012,105,52,31,30.01
5/11/2012,105,54,39,29.98
5/12/2012,107,52,35,29.92
5/13/2012,105,46,27,29.83
5/14/2012,108,34,17,29.89
5/15/2012,99,39,19,29.98
5/16/2012,102,43,26,29.95
5/17/2012,104,45,23,29.83
5/18/2012,108,46,25,29.83
5/19/2012,109,45,24,29.89
5/20/2012,109,45,21,29.92
5/21/2012,109,54,22,29.92
5/22/2012,108,45,22,29.92
5/23/2012,99,36,20,30.01
5/24/2012,106,34,19,29.95
5/25/2012,104,28,17,30.01
5/26/2012,105,32,17,29.98
5/27/2012,106,46,18,29.92
5/28/2012,104,46,20,29.98
5/29/2012,103,41,24,29.98
5/30/2012,106,45,26,29.98
5/31/2012,109,45,21,29.92
6/1/2012,109,37,18,29.92
6/2/2012,106,37,19,29.98
6/3/2012,102,32,14,29.92
6/4/2012,105,30,13,29.86
6/5/2012,107,36,16,29.83
6/6/2012,107,34,16,29.8
6/7/2012,110,34,16,29.74
6/8/2012,106,41,15,29.8
6/9/2012,108,41,16,29.86
6/10/2012,109,45,28,29.86
6/11/2012,111,45,17,29.74
6/12/2012,109,39,20,29.74
6/13/2012,108,32,14,29.77
6/14/2012,110,34,12,29.8
6/15/2012,109,45,20,29.77
6/16/2012,107,45,28,29.74
6/17/2012,110,48,17,29.74
6/18/2012,113,39,15,29.74
6/19/2012,116,30,14,29.68
6/20/2012,111,41,15,29.65
6/21/2012,113,50,19,29.68
6/22/2012,110,52,22,29.83
6/23/2012,111,39,17,29.86
6/24/2012,107,36,15,29.83
6/25/2012,107,34,16,29.8
6/26/2012,107,52,22,29.77
6/27/2012,107,45,21,29.74
6/28/2012,108,50,26,29.71
